,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A10,SYBR,,Unkn,001-5,,22.1077302272284,22.1077302272284,0,NaN,NaN,NaN,0,72,
,B01,SYBR,,Unkn,009-1,,18.7485227862353,18.7485227862353,0,NaN,NaN,NaN,0,72,
,B02,SYBR,,Unkn,009-2,,19.0964358984885,19.0964358984885,0,NaN,NaN,NaN,0,72,
,B03,SYBR,,Unkn,009-3,,19.1696343769236,19.1696343769236,0,NaN,NaN,NaN,0,72,
,B04,SYBR,,Unkn,009-4,,19.1859405246469,19.1859405246469,0,NaN,NaN,NaN,0,72,
,B05,SYBR,,Unkn,009-5,,18.8835294031505,18.8835294031505,0,NaN,NaN,NaN,0,72,
,B06,SYBR,,Unkn,015-1,,23.5087638363358,23.5087638363358,0,NaN,NaN,NaN,0,72,
,B07,SYBR,,Unkn,015-2,,23.1981908465234,23.1981908465234,0,NaN,NaN,NaN,0,72,
,B08,SYBR,,Unkn,015-3,,23.2621516286552,23.2621516286552,0,NaN,NaN,NaN,0,72,
,B09,SYBR,,Unkn,015-4,,23.120243841149,23.120243841149,0,NaN,NaN,NaN,0,72,
,B10,SYBR,,Unkn,015-5,,23.1335833073044,23.1335833073044,0,NaN,NaN,NaN,0,72,
,C01,SYBR,,Unkn,052-1,,20.0277988129839,20.0277988129839,0,NaN,NaN,NaN,0,72,
,C02,SYBR,,Unkn,052-2,,19.7602968560763,19.7602968560763,0,NaN,NaN,NaN,0,72,
,C03,SYBR,,Unkn,052-3,,19.9534853760574,19.9534853760574,0,NaN,NaN,NaN,0,72,
,C04,SYBR,,Unkn,052-4,,20.0340172173398,20.0340172173398,0,NaN,NaN,NaN,0,72,
,C05,SYBR,,Unkn,052-5,,20.038679608266,20.038679608266,0,NaN,NaN,NaN,0,72,
,C06,SYBR,,Unkn,065-1,,18.4417336226882,18.4417336226882,0,NaN,NaN,NaN,0,72,
,C07,SYBR,,Unkn,065-2,,18.6387829904508,18.6387829904508,0,NaN,NaN,NaN,0,72,
,C08,SYBR,,Unkn,065-3,,18.4698463081113,18.4698463081113,0,NaN,NaN,NaN,0,72,
,C09,SYBR,,Unkn,065-4,,18.5740373457335,18.5740373457335,0,NaN,NaN,NaN,0,72,
,C10,SYBR,,Unkn,065-5,,18.5454370787486,18.5454370787486,0,NaN,NaN,NaN,0,72,
,D01,SYBR,,Unkn,076-1,,21.2012504476391,21.2012504476391,0,NaN,NaN,NaN,0,72,
,D02,SYBR,,Unkn,076-2,,21.5300037242539,21.5300037242539,0,NaN,NaN,NaN,0,72,
,D03,SYBR,,Unkn,076-3,,21.4789576435603,21.4789576435603,0,NaN,NaN,NaN,0,72,
,D04,SYBR,,Unkn,076-4,,21.6569815579046,21.6569815579046,0,NaN,NaN,NaN,0,72,
,D05,SYBR,,Unkn,076-5,,21.6320200654426,21.6320200654426,0,NaN,NaN,NaN,0,72,
,D06,SYBR,,Unkn,077-1,,18.4951525733168,18.4951525733168,0,NaN,NaN,NaN,0,72,
,D07,SYBR,,Unkn,077-2,,18.4043609684408,18.4043609684408,0,NaN,NaN,NaN,0,72,
,D08,SYBR,,Unkn,077-3,,18.5870643084126,18.5870643084126,0,NaN,NaN,NaN,0,72,
,D09,SYBR,,Unkn,077-4,,18.9585341847926,18.9585341847926,0,NaN,NaN,NaN,0,72,
,D10,SYBR,,Unkn,077-5,,18.6143818408387,18.6143818408387,0,NaN,NaN,NaN,0,72,
,E01,SYBR,,Unkn,096-1,,18.7588021011736,18.7588021011736,0,NaN,NaN,NaN,0,72,
,E02,SYBR,,Unkn,096-2,,18.8191715447433,18.8191715447433,0,NaN,NaN,NaN,0,72,
,E03,SYBR,,Unkn,096-3,,19.0801170312116,19.0801170312116,0,NaN,NaN,NaN,0,72,
,E04,SYBR,,Unkn,096-4,,19.0727774498493,19.0727774498493,0,NaN,NaN,NaN,0,72,
,E05,SYBR,,Unkn,096-5,,18.9966755340288,18.9966755340288,0,NaN,NaN,NaN,0,72,
,E06,SYBR,,Unkn,103-1,,20.4287867921796,20.4287867921796,0,NaN,NaN,NaN,0,72,
,E07,SYBR,,Unkn,103-2,,20.2497474327085,20.2497474327085,0,NaN,NaN,NaN,0,72,
,E08,SYBR,,Unkn,103-3,,20.5305580206247,20.5305580206247,0,NaN,NaN,NaN,0,72,
,E09,SYBR,,Unkn,103-4,,20.5676737511569,20.5676737511569,0,NaN,NaN,NaN,0,72,
,E10,SYBR,,Unkn,103-5,,20.2628017981908,20.2628017981908,0,NaN,NaN,NaN,0,72,
,E11,SYBR,,Unkn,107-4,,20.8087500748074,20.8087500748074,0,NaN,NaN,NaN,0,72,
,E12,SYBR,,Unkn,107-5,,21.0424803802583,21.0424803802583,0,NaN,NaN,NaN,0,72,
,F01,SYBR,,Unkn,107-1,,20.5863196128672,20.5863196128672,0,NaN,NaN,NaN,0,72,
,F02,SYBR,,Unkn,107-2,,21.062622830847,21.062622830847,0,NaN,NaN,NaN,0,72,
,F03,SYBR,,Unkn,107-3,,21.1322657398191,21.1322657398191,0,NaN,NaN,NaN,0,72,
