,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,C07,ROX,,Unkn,047-1,,17.7348602437548,17.7348602437548,0,NaN,NaN,NaN,0,72,
,C08,ROX,,Unkn,047-2,,NaN,0,0,NaN,NaN,0,0,72,
,C09,ROX,,Unkn,047-3,,NaN,0,0,NaN,NaN,0,0,72,
,C10,ROX,,Unkn,047-4,,NaN,0,0,NaN,NaN,0,0,72,
,C11,ROX,,Unkn,047-5,,NaN,0,0,NaN,NaN,0,0,72,
,C12,ROX,,Unkn,050-1,,NaN,0,0,NaN,NaN,0,0,72,
,D01,ROX,,Unkn,050-2,,3.55333070385162,3.55333070385162,0,NaN,NaN,NaN,0,72,
,D02,ROX,,Unkn,050-3,,NaN,0,0,NaN,NaN,0,0,72,
,D03,ROX,,Unkn,050-4,,NaN,0,0,NaN,NaN,0,0,72,
,D04,ROX,,Unkn,050-5,,NaN,0,0,NaN,NaN,0,0,72,
,D05,ROX,,Unkn,061-1,,NaN,0,0,NaN,NaN,0,0,72,
,D06,ROX,,Unkn,061-2,,NaN,0,0,NaN,NaN,0,0,72,
,D07,ROX,,Unkn,061-3,,NaN,0,0,NaN,NaN,0,0,72,
,D08,ROX,,Unkn,061-4,,NaN,0,0,NaN,NaN,0,0,72,
,D09,ROX,,Unkn,061-5,,NaN,0,0,NaN,NaN,0,0,72,
,D10,ROX,,Unkn,062-1,,NaN,0,0,NaN,NaN,0,0,72,
,D11,ROX,,Unkn,062-2,,NaN,0,0,NaN,NaN,0,0,72,
,D12,ROX,,Unkn,062-3,,15.4203921204182,15.4203921204182,0,NaN,NaN,NaN,0,72,
,E01,ROX,,Unkn,062-4,,NaN,0,0,NaN,NaN,0,0,72,
,E02,ROX,,Unkn,062-5,,NaN,0,0,NaN,NaN,0,0,72,
,E03,ROX,,Unkn,064-1,,NaN,0,0,NaN,NaN,0,0,72,
,E04,ROX,,Unkn,064-2,,NaN,0,0,NaN,NaN,0,0,72,
,E05,ROX,,Unkn,064-3,,NaN,0,0,NaN,NaN,0,0,72,
,E06,ROX,,Unkn,064-4,,NaN,0,0,NaN,NaN,0,0,72,
,E07,ROX,,Unkn,064-5,,NaN,0,0,NaN,NaN,0,0,72,
,E08,ROX,,Unkn,065-1,,NaN,0,0,NaN,NaN,0,0,72,
,E09,ROX,,Unkn,065-2,,NaN,0,0,NaN,NaN,0,0,72,
,E10,ROX,,Unkn,065-3,,19.70785530689,19.70785530689,0,NaN,NaN,NaN,0,72,
,E11,ROX,,Unkn,065-4,,NaN,0,0,NaN,NaN,0,0,72,
,E12,ROX,,Unkn,065-5,,NaN,0,0,NaN,NaN,0,0,72,
,F01,ROX,,Unkn,077-1,,NaN,0,0,NaN,NaN,0,0,72,
,F02,ROX,,Unkn,077-2,,NaN,0,0,NaN,NaN,0,0,72,
,F03,ROX,,Unkn,077-3,,NaN,0,0,NaN,NaN,0,0,72,
,F04,ROX,,Unkn,077-4,,NaN,0,0,NaN,NaN,0,0,72,
,F05,ROX,,Unkn,077-5,,NaN,0,0,NaN,NaN,0,0,72,
,F06,ROX,,Unkn,084-1,,21.9490997243408,21.9490997243408,0,NaN,NaN,NaN,0,72,
,F07,ROX,,Unkn,084-2,,3.1350282195496,3.1350282195496,0,NaN,NaN,NaN,0,72,
,F08,ROX,,Unkn,084-3,,NaN,0,0,NaN,NaN,0,0,72,
,F09,ROX,,Unkn,084-4,,NaN,0,0,NaN,NaN,0,0,72,
,F10,ROX,,Unkn,084-5,,NaN,0,0,NaN,NaN,0,0,72,
,F11,ROX,,Unkn,089-1,,NaN,0,0,NaN,NaN,0,0,72,
,F12,ROX,,Unkn,089-2,,22.2731325340756,22.2731325340756,0,NaN,NaN,NaN,0,72,
,G01,ROX,,Unkn,089-3,,NaN,0,0,NaN,NaN,0,0,72,
,G02,ROX,,Unkn,089-4,,NaN,0,0,NaN,NaN,0,0,72,
,G03,ROX,,Unkn,089-5,,NaN,0,0,NaN,NaN,0,0,72,
,G04,ROX,,Unkn,096-1,,NaN,0,0,NaN,NaN,0,0,72,
,G05,ROX,,Unkn,096-2,,NaN,0,0,NaN,NaN,0,0,72,
,G06,ROX,,Unkn,096-3,,16.8262623237953,16.8262623237953,0,NaN,NaN,NaN,0,72,
,G07,ROX,,Unkn,096-4,,20.9166034271607,20.9166034271607,0,NaN,NaN,NaN,0,72,
,G08,ROX,,Unkn,096-5,,NaN,0,0,NaN,NaN,0,0,72,
,G09,ROX,,Unkn,103-1,,NaN,0,0,NaN,NaN,0,0,72,
,G10,ROX,,Unkn,103-2,,NaN,0,0,NaN,NaN,0,0,72,
,G11,ROX,,Unkn,103-3,,21.705926129676,21.705926129676,0,NaN,NaN,NaN,0,72,
,G12,ROX,,Unkn,103-4,,4.8022248667742,4.8022248667742,0,NaN,NaN,NaN,0,72,
,H01,ROX,,Unkn,103-5,,NaN,0,0,NaN,NaN,0,0,72,
,H02,ROX,,Unkn,109-1,,NaN,0,0,NaN,NaN,0,0,72,
,H03,ROX,,Unkn,109-2,,NaN,0,0,NaN,NaN,0,0,72,
,H04,ROX,,Unkn,109-3,,14.6599445448007,14.6599445448007,0,NaN,NaN,NaN,0,72,
,H05,ROX,,Unkn,109-4,,NaN,0,0,NaN,NaN,0,0,72,
,H06,ROX,,Unkn,109-5,,8.9706835659343,8.9706835659343,0,NaN,NaN,NaN,0,72,
,H07,ROX,,Unkn,048-1,,NaN,0,0,NaN,NaN,0,0,72,
,H08,ROX,,Unkn,048-2,,14.8371262221833,14.8371262221833,0,NaN,NaN,NaN,0,72,
,H09,ROX,,Unkn,014-1,,11.61736745921,11.61736745921,0,NaN,NaN,NaN,0,72,
,H10,ROX,,Unkn,014-2,,NaN,0,0,NaN,NaN,0,0,72,
,H11,ROX,,Unkn,014-3,,21.8792683274543,21.8792683274543,0,NaN,NaN,NaN,0,72,
,H12,ROX,,Unkn,Blank,,NaN,0,0,NaN,NaN,0,0,72,
,A01,SYBR,,Unkn,005-1,,20.3678650896159,20.3678650896159,0,NaN,NaN,NaN,0,72,
,A02,SYBR,,Unkn,005-2,,19.7030759845357,19.7030759845357,0,NaN,NaN,NaN,0,72,
,A03,SYBR,,Unkn,005-3,,19.7797560940904,19.7797560940904,0,NaN,NaN,NaN,0,72,
,A04,SYBR,,Unkn,005-4,,20.0575430253196,20.0575430253196,0,NaN,NaN,NaN,0,72,
,A05,SYBR,,Unkn,005-5,,20.1847929376028,20.1847929376028,0,NaN,NaN,NaN,0,72,
,A06,SYBR,,Unkn,006-1,,22.9759964890474,22.9759964890474,0,NaN,NaN,NaN,0,72,
,A07,SYBR,,Unkn,006-2,,23.4765658624318,23.4765658624318,0,NaN,NaN,NaN,0,72,
,A08,SYBR,,Unkn,006-3,,23.2554399578101,23.2554399578101,0,NaN,NaN,NaN,0,72,
,A09,SYBR,,Unkn,006-4,,23.3388534403172,23.3388534403172,0,NaN,NaN,NaN,0,72,
,A10,SYBR,,Unkn,006-5,,23.3118623510877,23.3118623510877,0,NaN,NaN,NaN,0,72,
,A11,SYBR,,Unkn,012-1,,23.4052460925372,23.4052460925372,0,NaN,NaN,NaN,0,72,
,A12,SYBR,,Unkn,012-2,,23.4904630121782,23.4904630121782,0,NaN,NaN,NaN,0,72,
,B01,SYBR,,Unkn,012-3,,23.5840850817083,23.5840850817083,0,NaN,NaN,NaN,0,72,
,B02,SYBR,,Unkn,012-4,,24.0148664505143,24.0148664505143,0,NaN,NaN,NaN,0,72,
,B03,SYBR,,Unkn,012-5,,23.9118862624325,23.9118862624325,0,NaN,NaN,NaN,0,72,
,B04,SYBR,,Unkn,021-1,,23.412590600001,23.412590600001,0,NaN,NaN,NaN,0,72,
,B05,SYBR,,Unkn,021-2,,23.4877930029775,23.4877930029775,0,NaN,NaN,NaN,0,72,
,B06,SYBR,,Unkn,021-3,,23.3287793134048,23.3287793134048,0,NaN,NaN,NaN,0,72,
,B07,SYBR,,Unkn,021-4,,23.3987729535422,23.3987729535422,0,NaN,NaN,NaN,0,72,
,B08,SYBR,,Unkn,021-5,,23.4919932816357,23.4919932816357,0,NaN,NaN,NaN,0,72,
,B09,SYBR,,Unkn,038-1,,23.4186263178051,23.4186263178051,0,NaN,NaN,NaN,0,72,
,B10,SYBR,,Unkn,038-2,,23.1784081607499,23.1784081607499,0,NaN,NaN,NaN,0,72,
,B11,SYBR,,Unkn,038-3,,23.1374249897395,23.1374249897395,0,NaN,NaN,NaN,0,72,
,B12,SYBR,,Unkn,038-4,,23.1776336770739,23.1776336770739,0,NaN,NaN,NaN,0,72,
,C01,SYBR,,Unkn,038-5,,23.5335544284215,23.5335544284215,0,NaN,NaN,NaN,0,72,
,C02,SYBR,,Unkn,043-1,,23.5674086004053,23.5674086004053,0,NaN,NaN,NaN,0,72,
,C03,SYBR,,Unkn,043-2,,23.7301668875806,23.7301668875806,0,NaN,NaN,NaN,0,72,
,C04,SYBR,,Unkn,043-3,,23.7505594110941,23.7505594110941,0,NaN,NaN,NaN,0,72,
,C05,SYBR,,Unkn,043-4,,23.4214995417257,23.4214995417257,0,NaN,NaN,NaN,0,72,
,C06,SYBR,,Unkn,043-5,,23.7088759847011,23.7088759847011,0,NaN,NaN,NaN,0,72,
,C07,SYBR,,Unkn,047-1,,18.6667691725071,18.6667691725071,0,NaN,NaN,NaN,0,72,
,C08,SYBR,,Unkn,047-2,,18.5457792826876,18.5457792826876,0,NaN,NaN,NaN,0,72,
,C09,SYBR,,Unkn,047-3,,18.6516169262108,18.6516169262108,0,NaN,NaN,NaN,0,72,
,C10,SYBR,,Unkn,047-4,,18.5083084354381,18.5083084354381,0,NaN,NaN,NaN,0,72,
,C11,SYBR,,Unkn,047-5,,20.0997661927474,20.0997661927474,0,NaN,NaN,NaN,0,72,
,C12,SYBR,,Unkn,050-1,,22.7667554819786,22.7667554819786,0,NaN,NaN,NaN,0,72,
,D01,SYBR,,Unkn,050-2,,22.2575314953801,22.2575314953801,0,NaN,NaN,NaN,0,72,
,D02,SYBR,,Unkn,050-3,,22.7709584763637,22.7709584763637,0,NaN,NaN,NaN,0,72,
,D03,SYBR,,Unkn,050-4,,23.3257735875919,23.3257735875919,0,NaN,NaN,NaN,0,72,
,D04,SYBR,,Unkn,050-5,,24.2244696701827,24.2244696701827,0,NaN,NaN,NaN,0,72,
,D05,SYBR,,Unkn,061-1,,19.856516443018,19.856516443018,0,NaN,NaN,NaN,0,72,
,D06,SYBR,,Unkn,061-2,,18.6433646326489,18.6433646326489,0,NaN,NaN,NaN,0,72,
,D07,SYBR,,Unkn,061-3,,20.0358812502649,20.0358812502649,0,NaN,NaN,NaN,0,72,
,D08,SYBR,,Unkn,061-4,,19.3614120590716,19.3614120590716,0,NaN,NaN,NaN,0,72,
,D09,SYBR,,Unkn,061-5,,19.9081148891716,19.9081148891716,0,NaN,NaN,NaN,0,72,
,D10,SYBR,,Unkn,062-1,,23.3448426244507,23.3448426244507,0,NaN,NaN,NaN,0,72,
,D11,SYBR,,Unkn,062-2,,23.6717044508757,23.6717044508757,0,NaN,NaN,NaN,0,72,
,D12,SYBR,,Unkn,062-3,,23.0426487214682,23.0426487214682,0,NaN,NaN,NaN,0,72,
,E01,SYBR,,Unkn,062-4,,22.4158569189716,22.4158569189716,0,NaN,NaN,NaN,0,72,
,E02,SYBR,,Unkn,062-5,,23.1562537704164,23.1562537704164,0,NaN,NaN,NaN,0,72,
,E03,SYBR,,Unkn,064-1,,23.180022082906,23.180022082906,0,NaN,NaN,NaN,0,72,
,E04,SYBR,,Unkn,064-2,,23.7689958550578,23.7689958550578,0,NaN,NaN,NaN,0,72,
,E05,SYBR,,Unkn,064-3,,25.8667720774279,25.8667720774279,0,NaN,NaN,NaN,0,72,
,E06,SYBR,,Unkn,064-4,,23.7862247523712,23.7862247523712,0,NaN,NaN,NaN,0,72,
,E07,SYBR,,Unkn,064-5,,24.2378417280808,24.2378417280808,0,NaN,NaN,NaN,0,72,
,E08,SYBR,,Unkn,065-1,,20.8628308150123,20.8628308150123,0,NaN,NaN,NaN,0,72,
,E09,SYBR,,Unkn,065-2,,21.4192413223647,21.4192413223647,0,NaN,NaN,NaN,0,72,
,E10,SYBR,,Unkn,065-3,,18.1329141075499,18.1329141075499,0,NaN,NaN,NaN,0,72,
,E11,SYBR,,Unkn,065-4,,17.9431793464791,17.9431793464791,0,NaN,NaN,NaN,0,72,
,E12,SYBR,,Unkn,065-5,,18.4928776714872,18.4928776714872,0,NaN,NaN,NaN,0,72,
,F01,SYBR,,Unkn,077-1,,19.8764294581887,19.8764294581887,0,NaN,NaN,NaN,0,72,
,F02,SYBR,,Unkn,077-2,,22.8290941326997,22.8290941326997,0,NaN,NaN,NaN,0,72,
,F03,SYBR,,Unkn,077-3,,20.3088313313423,20.3088313313423,0,NaN,NaN,NaN,0,72,
,F04,SYBR,,Unkn,077-4,,21.9441582777886,21.9441582777886,0,NaN,NaN,NaN,0,72,
,F05,SYBR,,Unkn,077-5,,20.5243716532388,20.5243716532388,0,NaN,NaN,NaN,0,72,
,F06,SYBR,,Unkn,084-1,,23.2391989591332,23.2391989591332,0,NaN,NaN,NaN,0,72,
,F07,SYBR,,Unkn,084-2,,24.9208788701951,24.9208788701951,0,NaN,NaN,NaN,0,72,
,F08,SYBR,,Unkn,084-3,,25.4697733385672,25.4697733385672,0,NaN,NaN,NaN,0,72,
,F09,SYBR,,Unkn,084-4,,23.3473678413686,23.3473678413686,0,NaN,NaN,NaN,0,72,
,F10,SYBR,,Unkn,084-5,,24.1413848558024,24.1413848558024,0,NaN,NaN,NaN,0,72,
,F11,SYBR,,Unkn,089-1,,23.1157372609875,23.1157372609875,0,NaN,NaN,NaN,0,72,
,F12,SYBR,,Unkn,089-2,,23.1339634147589,23.1339634147589,0,NaN,NaN,NaN,0,72,
,G01,SYBR,,Unkn,089-3,,25.5582641405566,25.5582641405566,0,NaN,NaN,NaN,0,72,
,G02,SYBR,,Unkn,089-4,,24.7357988977375,24.7357988977375,0,NaN,NaN,NaN,0,72,
,G03,SYBR,,Unkn,089-5,,26.8234502827188,26.8234502827188,0,NaN,NaN,NaN,0,72,
,G04,SYBR,,Unkn,096-1,,20.4762929098015,20.4762929098015,0,NaN,NaN,NaN,0,72,
,G05,SYBR,,Unkn,096-2,,19.3406596523974,19.3406596523974,0,NaN,NaN,NaN,0,72,
,G06,SYBR,,Unkn,096-3,,22.3507675206382,22.3507675206382,0,NaN,NaN,NaN,0,72,
,G07,SYBR,,Unkn,096-4,,20.5104484298007,20.5104484298007,0,NaN,NaN,NaN,0,72,
,G08,SYBR,,Unkn,096-5,,25.1070990667527,25.1070990667527,0,NaN,NaN,NaN,0,72,
,G09,SYBR,,Unkn,103-1,,26.557369496706,26.557369496706,0,NaN,NaN,NaN,0,72,
,G10,SYBR,,Unkn,103-2,,25.0283132372694,25.0283132372694,0,NaN,NaN,NaN,0,72,
,G11,SYBR,,Unkn,103-3,,23.7188506804129,23.7188506804129,0,NaN,NaN,NaN,0,72,
,G12,SYBR,,Unkn,103-4,,20.6012420562059,20.6012420562059,0,NaN,NaN,NaN,0,72,
,H01,SYBR,,Unkn,103-5,,20.0759138996303,20.0759138996303,0,NaN,NaN,NaN,0,72,
,H02,SYBR,,Unkn,109-1,,19.4992310919722,19.4992310919722,0,NaN,NaN,NaN,0,72,
,H03,SYBR,,Unkn,109-2,,20.100895716672,20.100895716672,0,NaN,NaN,NaN,0,72,
,H04,SYBR,,Unkn,109-3,,20.1409471034557,20.1409471034557,0,NaN,NaN,NaN,0,72,
,H05,SYBR,,Unkn,109-4,,19.9538875435262,19.9538875435262,0,NaN,NaN,NaN,0,72,
,H06,SYBR,,Unkn,109-5,,19.9785709756185,19.9785709756185,0,NaN,NaN,NaN,0,72,
,H07,SYBR,,Unkn,048-1,,16.9509513394416,16.9509513394416,0,NaN,NaN,NaN,0,72,
,H08,SYBR,,Unkn,048-2,,17.1578723627769,17.1578723627769,0,NaN,NaN,NaN,0,72,
,H09,SYBR,,Unkn,014-1,,18.4633221089495,18.4633221089495,0,NaN,NaN,NaN,0,72,
,H10,SYBR,,Unkn,014-2,,19.1313148302678,19.1313148302678,0,NaN,NaN,NaN,0,72,
,H11,SYBR,,Unkn,014-3,,19.2431637816453,19.2431637816453,0,NaN,NaN,NaN,0,72,
,H12,SYBR,,Unkn,Blank,,NaN,0,0,NaN,NaN,0,0,72,
