,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,F04,ROX,,Unkn,124-4,,,0.00,0.000,,,0.00000,0.00000,72.0,
,F05,ROX,,Unkn,124-5,,,0.00,0.000,,,0.00000,0.00000,72.0,
,F06,ROX,,Unkn,129-1,,,0.00,0.000,,,0.00000,0.00000,72.0,
,F07,ROX,,Unkn,129-2,,,0.00,0.000,,,0.00000,0.00000,72.0,
,F08,ROX,,Unkn,129-3,,,0.00,0.000,,,0.00000,0.00000,72.0,
,G01,ROX,,Unkn,129-4,,,0.00,0.000,,,0.00000,0.00000,72.0,
,G02,ROX,,Unkn,129-5,,,0.00,0.000,,,0.00000,0.00000,72.0,
,G03,ROX,,Unkn,130-1,,,0.00,0.000,,,0.00000,0.00000,72.0,
,G04,ROX,,Unkn,130-2,,,0.00,0.000,,,0.00000,0.00000,72.0,
,G05,ROX,,Unkn,130-3,,,0.00,0.000,,,0.00000,0.00000,72.0,
,G06,ROX,,Unkn,130-4,,,0.00,0.000,,,0.00000,0.00000,72.0,
,G07,ROX,,Unkn,130-5,,,0.00,0.000,,,0.00000,0.00000,72.0,
,G08,ROX,,Unkn,133-1,,,0.00,0.000,,,0.00000,0.00000,72.0,
,H01,ROX,,Unkn,133-2,,,0.00,0.000,,,0.00000,0.00000,72.0,
,H02,ROX,,Unkn,133-3,,,0.00,0.000,,,0.00000,0.00000,72.0,
,H03,ROX,,Unkn,133-4,,,0.00,0.000,,,0.00000,0.00000,72.0,
,H04,ROX,,Unkn,133-5,,,0.00,0.000,,,0.00000,0.00000,72.0,
,H05,ROX,,Unkn,Blank,,,0.00,0.000,,,0.00000,0.00000,72.0,
,H06,ROX,,Unkn,019-3,,,0.00,0.000,,,0.00000,0.00000,72.0,
,H07,ROX,,Unkn,019-4,,,0.00,0.000,,,0.00000,0.00000,72.0,
,H08,ROX,,Unkn,062-6,,,0.00,0.000,,,0.00000,0.00000,72.0,
,A01,SYBR,,Unkn,019-1,,15.04,15.04,0.000,,,,0.00000,72.0,
,A02,SYBR,,Unkn,019-2,,14.35,14.35,0.000,,,,0.00000,72.0,
,A03,SYBR,,Unkn,024-1,,13.67,13.67,0.000,,,,0.00000,72.0,
,A04,SYBR,,Unkn,024-2,,13.60,13.60,0.000,,,,0.00000,72.0,
,A05,SYBR,,Unkn,Blank,,36.57,36.57,0.000,,,,0.00000,72.0,
,A06,SYBR,,Unkn,062-1,,14.82,14.82,0.000,,,,0.00000,72.0,
,A07,SYBR,,Unkn,062-2,,14.88,14.88,0.000,,,,0.00000,72.0,
,A08,SYBR,,Unkn,062-3,,15.29,15.29,0.000,,,,0.00000,72.0,
,B01,SYBR,,Unkn,062-4,,15.52,15.52,0.000,,,,0.00000,72.0,
,B02,SYBR,,Unkn,062-5,,15.32,15.32,0.000,,,,0.00000,72.0,
,B03,SYBR,,Unkn,064-1,,14.48,14.48,0.000,,,,0.00000,72.0,
,B04,SYBR,,Unkn,064-2,,14.52,14.52,0.000,,,,0.00000,72.0,
,B05,SYBR,,Unkn,064-3,,14.95,14.95,0.000,,,,0.00000,72.0,
,B06,SYBR,,Unkn,064-4,,14.46,14.46,0.000,,,,0.00000,72.0,
,B07,SYBR,,Unkn,064-5,,14.73,14.73,0.000,,,,0.00000,72.0,
,B08,SYBR,,Unkn,065-1,,13.42,13.42,0.000,,,,0.00000,72.0,
,C01,SYBR,,Unkn,065-2,,13.88,13.88,0.000,,,,0.00000,72.0,
,C02,SYBR,,Unkn,065-3,,13.04,13.04,0.000,,,,0.00000,72.0,
,C03,SYBR,,Unkn,065-4,,13.15,13.15,0.000,,,,0.00000,72.0,
,C04,SYBR,,Unkn,065-5,,13.23,13.23,0.000,,,,0.00000,72.0,
,C05,SYBR,,Unkn,067-1,,13.22,13.22,0.000,,,,0.00000,72.0,
,C06,SYBR,,Unkn,067-2,,13.54,13.54,0.000,,,,0.00000,72.0,
,C07,SYBR,,Unkn,067-3,,13.37,13.37,0.000,,,,0.00000,72.0,
,C08,SYBR,,Unkn,067-4,,,0.00,0.000,,,0.00000,0.00000,72.0,
,D01,SYBR,,Unkn,067-5,,14.08,14.08,0.000,,,,0.00000,72.0,
,D02,SYBR,,Unkn,073-1,,13.66,13.66,0.000,,,,0.00000,72.0,
,D03,SYBR,,Unkn,073-2,,13.98,13.98,0.000,,,,0.00000,72.0,
,D04,SYBR,,Unkn,073-3,,13.79,13.79,0.000,,,,0.00000,72.0,
,D05,SYBR,,Unkn,073-4,,13.83,13.83,0.000,,,,0.00000,72.0,
,D06,SYBR,,Unkn,073-5,,13.77,13.77,0.000,,,,0.00000,72.0,
,D07,SYBR,,Unkn,084-1,,14.21,14.21,0.000,,,,0.00000,72.0,
,D08,SYBR,,Unkn,084-2,,14.44,14.44,0.000,,,,0.00000,72.0,
,E01,SYBR,,Unkn,084-3,,15.37,15.37,0.000,,,,0.00000,72.0,
,E02,SYBR,,Unkn,084-4,,14.54,14.54,0.000,,,,0.00000,72.0,
,E03,SYBR,,Unkn,084-5,,14.58,14.58,0.000,,,,0.00000,72.0,
,E04,SYBR,,Unkn,089-1,,14.56,14.56,0.000,,,,0.00000,72.0,
,E05,SYBR,,Unkn,089-2,,14.54,14.54,0.000,,,,0.00000,72.0,
,E06,SYBR,,Unkn,089-3,,14.82,14.82,0.000,,,,0.00000,72.0,
,E07,SYBR,,Unkn,089-4,,14.63,14.63,0.000,,,,0.00000,72.0,
,E08,SYBR,,Unkn,089-5,,15.13,15.13,0.000,,,,0.00000,72.0,
,F01,SYBR,,Unkn,124-1,,15.85,15.85,0.000,,,,0.00000,72.0,
,F02,SYBR,,Unkn,124-2,,14.57,14.57,0.000,,,,0.00000,72.0,
,F03,SYBR,,Unkn,124-3,,14.59,14.59,0.000,,,,0.00000,72.0,
,F04,SYBR,,Unkn,124-4,,14.82,14.82,0.000,,,,0.00000,72.0,
,F05,SYBR,,Unkn,124-5,,14.24,14.24,0.000,,,,0.00000,72.0,
,F06,SYBR,,Unkn,129-1,,14.57,14.57,0.000,,,,0.00000,72.0,
,F07,SYBR,,Unkn,129-2,,15.01,15.01,0.000,,,,0.00000,72.0,
,F08,SYBR,,Unkn,129-3,,15.22,15.22,0.000,,,,0.00000,72.0,
,G01,SYBR,,Unkn,129-4,,15.53,15.53,0.000,,,,0.00000,72.0,
,G02,SYBR,,Unkn,129-5,,14.51,14.51,0.000,,,,0.00000,72.0,
,G03,SYBR,,Unkn,130-1,,14.69,14.69,0.000,,,,0.00000,72.0,
,G04,SYBR,,Unkn,130-2,,15.22,15.22,0.000,,,,0.00000,72.0,
,G05,SYBR,,Unkn,130-3,,14.51,14.51,0.000,,,,0.00000,72.0,
,G06,SYBR,,Unkn,130-4,,14.99,14.99,0.000,,,,0.00000,72.0,
,G07,SYBR,,Unkn,130-5,,14.60,14.60,0.000,,,,0.00000,72.0,
,G08,SYBR,,Unkn,133-1,,13.52,13.52,0.000,,,,0.00000,72.0,
,H01,SYBR,,Unkn,133-2,,14.39,14.39,0.000,,,,0.00000,72.0,
,H02,SYBR,,Unkn,133-3,,13.69,13.69,0.000,,,,0.00000,72.0,
,H03,SYBR,,Unkn,133-4,,13.57,13.57,0.000,,,,0.00000,72.0,
,H04,SYBR,,Unkn,133-5,,13.65,13.65,0.000,,,,0.00000,72.0,
,H05,SYBR,,Unkn,Blank,,34.43,34.43,0.000,,,,0.00000,72.0,
,H06,SYBR,,Unkn,019-3,,14.86,14.86,0.000,,,,0.00000,72.0,
,H07,SYBR,,Unkn,019-4,,15.12,15.12,0.000,,,,0.00000,72.0,
,H08,SYBR,,Unkn,062-6,,15.04,15.04,0.000,,,,0.00000,72.0,
