,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,D02,ROX,,Unkn,038-3,,NaN,0,0,NaN,NaN,0,0,72,
,D03,ROX,,Unkn,038-4,,NaN,0,0,NaN,NaN,0,0,72,
,D04,ROX,,Unkn,038-5,,NaN,0,0,NaN,NaN,0,0,72,
,D05,ROX,,Unkn,041-1,,NaN,0,0,NaN,NaN,0,0,72,
,D06,ROX,,Unkn,041-2,,NaN,0,0,NaN,NaN,0,0,72,
,D07,ROX,,Unkn,041-3,,NaN,0,0,NaN,NaN,0,0,72,
,D08,ROX,,Unkn,041-4,,NaN,0,0,NaN,NaN,0,0,72,
,D09,ROX,,Unkn,041-5,,NaN,0,0,NaN,NaN,0,0,72,
,E02,ROX,,Unkn,043-1,,NaN,0,0,NaN,NaN,0,0,72,
,E03,ROX,,Unkn,043-2,,NaN,0,0,NaN,NaN,0,0,72,
,E04,ROX,,Unkn,043-3,,NaN,0,0,NaN,NaN,0,0,72,
,E05,ROX,,Unkn,043-4,,NaN,0,0,NaN,NaN,0,0,72,
,E06,ROX,,Unkn,043-5,,NaN,0,0,NaN,NaN,0,0,72,
,E07,ROX,,Unkn,047-1,,NaN,0,0,NaN,NaN,0,0,72,
,E08,ROX,,Unkn,047-2,,NaN,0,0,NaN,NaN,0,0,72,
,E09,ROX,,Unkn,047-3,,NaN,0,0,NaN,NaN,0,0,72,
,F02,ROX,,Unkn,047-4,,NaN,0,0,NaN,NaN,0,0,72,
,F03,ROX,,Unkn,047-5,,NaN,0,0,NaN,NaN,0,0,72,
,F04,ROX,,Unkn,050-1,,NaN,0,0,NaN,NaN,0,0,72,
,F05,ROX,,Unkn,050-2,,NaN,0,0,NaN,NaN,0,0,72,
,F06,ROX,,Unkn,050-3,,NaN,0,0,NaN,NaN,0,0,72,
,F07,ROX,,Unkn,050-4,,NaN,0,0,NaN,NaN,0,0,72,
,F08,ROX,,Unkn,050-5,,NaN,0,0,NaN,NaN,0,0,72,
,F09,ROX,,Unkn,019-1,,NaN,0,0,NaN,NaN,0,0,72,
,G02,ROX,,Unkn,019-2,,NaN,0,0,NaN,NaN,0,0,72,
,G03,ROX,,Unkn,024-1,,NaN,0,0,NaN,NaN,0,0,72,
,G04,ROX,,Unkn,024-2,,NaN,0,0,NaN,NaN,0,0,72,
,G05,ROX,,Unkn,Blank,,NaN,0,0,NaN,NaN,0,0,72,
,G06,ROX,,Unkn,060-1,,NaN,0,0,NaN,NaN,0,0,72,
,G07,ROX,,Unkn,060-2,,NaN,0,0,NaN,NaN,0,0,72,
,G08,ROX,,Unkn,060-3,,NaN,0,0,NaN,NaN,0,0,72,
,G09,ROX,,Unkn,060-4,,NaN,0,0,NaN,NaN,0,0,72,
,H02,ROX,,Unkn,060-5,,NaN,0,0,NaN,NaN,0,0,72,
,H03,ROX,,Unkn,061-1,,NaN,0,0,NaN,NaN,0,0,72,
,H04,ROX,,Unkn,061-2,,NaN,0,0,NaN,NaN,0,0,72,
,H05,ROX,,Unkn,061-3,,NaN,0,0,NaN,NaN,0,0,72,
,H06,ROX,,Unkn,061-4,,NaN,0,0,NaN,NaN,0,0,72,
,H07,ROX,,Unkn,061-5,,NaN,0,0,NaN,NaN,0,0,72,
,H08,ROX,,Unkn,Blank,,29.7720087796638,29.7720087796638,0,NaN,NaN,NaN,0,72,
,H09,ROX,,Unkn,,,36.708268991733,36.708268991733,0,NaN,NaN,NaN,0,72,
,A02,SYBR,,Unkn,Blank,,37.0095213995581,37.0095213995581,0,NaN,NaN,NaN,0,72,
,A03,SYBR,,Unkn,003-1,,15.5992706749796,15.5992706749796,0,NaN,NaN,NaN,0,72,
,A04,SYBR,,Unkn,003-2,,15.481997407204,15.481997407204,0,NaN,NaN,NaN,0,72,
,A05,SYBR,,Unkn,003-3,,12.6254331459032,12.6254331459032,0,NaN,NaN,NaN,0,72,
,A06,SYBR,,Unkn,003-4,,14.2596207350972,14.2596207350972,0,NaN,NaN,NaN,0,72,
,A07,SYBR,,Unkn,003-5,,16.8530408084575,16.8530408084575,0,NaN,NaN,NaN,0,72,
,A08,SYBR,,Unkn,010-1,,16.5191842453473,16.5191842453473,0,NaN,NaN,NaN,0,72,
,A09,SYBR,,Unkn,010-2,,22.4511457722182,22.4511457722182,0,NaN,NaN,NaN,0,72,
,B02,SYBR,,Unkn,010-3,,14.3992221744114,14.3992221744114,0,NaN,NaN,NaN,0,72,
,B03,SYBR,,Unkn,010-4,,14.9466505394114,14.9466505394114,0,NaN,NaN,NaN,0,72,
,B04,SYBR,,Unkn,010-5,,14.6153510985547,14.6153510985547,0,NaN,NaN,NaN,0,72,
,B05,SYBR,,Unkn,013-1,,15.0276428841087,15.0276428841087,0,NaN,NaN,NaN,0,72,
,B06,SYBR,,Unkn,013-2,,15.1855349273549,15.1855349273549,0,NaN,NaN,NaN,0,72,
,B07,SYBR,,Unkn,013-3,,15.0295904189104,15.0295904189104,0,NaN,NaN,NaN,0,72,
,B08,SYBR,,Unkn,013-4,,14.0974411992049,14.0974411992049,0,NaN,NaN,NaN,0,72,
,B09,SYBR,,Unkn,013-5,,17.2295234382318,17.2295234382318,0,NaN,NaN,NaN,0,72,
,C02,SYBR,,Unkn,021-1,,14.760676482792,14.760676482792,0,NaN,NaN,NaN,0,72,
,C03,SYBR,,Unkn,021-2,,14.6341279184661,14.6341279184661,0,NaN,NaN,NaN,0,72,
,C04,SYBR,,Unkn,021-3,,14.4867636482122,14.4867636482122,0,NaN,NaN,NaN,0,72,
,C05,SYBR,,Unkn,021-4,,14.6705056760001,14.6705056760001,0,NaN,NaN,NaN,0,72,
,C06,SYBR,,Unkn,021-5,,14.7543396999126,14.7543396999126,0,NaN,NaN,NaN,0,72,
,C07,SYBR,,Unkn,Blank,,35.6720841492478,35.6720841492478,0,NaN,NaN,NaN,0,72,
,C08,SYBR,,Unkn,038-1,,14.9463917224509,14.9463917224509,0,NaN,NaN,NaN,0,72,
,C09,SYBR,,Unkn,038-2,,15.2868598237481,15.2868598237481,0,NaN,NaN,NaN,0,72,
,D02,SYBR,,Unkn,038-3,,15.5688199481042,15.5688199481042,0,NaN,NaN,NaN,0,72,
,D03,SYBR,,Unkn,038-4,,14.4747631334063,14.4747631334063,0,NaN,NaN,NaN,0,72,
,D04,SYBR,,Unkn,038-5,,14.4712417991909,14.4712417991909,0,NaN,NaN,NaN,0,72,
,D05,SYBR,,Unkn,041-1,,14.0627563243894,14.0627563243894,0,NaN,NaN,NaN,0,72,
,D06,SYBR,,Unkn,041-2,,14.1321202614479,14.1321202614479,0,NaN,NaN,NaN,0,72,
,D07,SYBR,,Unkn,041-3,,14.0097352830346,14.0097352830346,0,NaN,NaN,NaN,0,72,
,D08,SYBR,,Unkn,041-4,,14.1808427051502,14.1808427051502,0,NaN,NaN,NaN,0,72,
,D09,SYBR,,Unkn,041-5,,14.8086743331939,14.8086743331939,0,NaN,NaN,NaN,0,72,
,E02,SYBR,,Unkn,043-1,,15.0864725933483,15.0864725933483,0,NaN,NaN,NaN,0,72,
,E03,SYBR,,Unkn,043-2,,14.4946325910594,14.4946325910594,0,NaN,NaN,NaN,0,72,
,E04,SYBR,,Unkn,043-3,,14.2429092245347,14.2429092245347,0,NaN,NaN,NaN,0,72,
,E05,SYBR,,Unkn,043-4,,14.2068046011087,14.2068046011087,0,NaN,NaN,NaN,0,72,
,E06,SYBR,,Unkn,043-5,,14.1199034482583,14.1199034482583,0,NaN,NaN,NaN,0,72,
,E07,SYBR,,Unkn,047-1,,12.4472303534866,12.4472303534866,0,NaN,NaN,NaN,0,72,
,E08,SYBR,,Unkn,047-2,,13.1960895620522,13.1960895620522,0,NaN,NaN,NaN,0,72,
,E09,SYBR,,Unkn,047-3,,13.4393291404465,13.4393291404465,0,NaN,NaN,NaN,0,72,
,F02,SYBR,,Unkn,047-4,,14.2019270490675,14.2019270490675,0,NaN,NaN,NaN,0,72,
,F03,SYBR,,Unkn,047-5,,13.3266932509197,13.3266932509197,0,NaN,NaN,NaN,0,72,
,F04,SYBR,,Unkn,050-1,,14.7168224354733,14.7168224354733,0,NaN,NaN,NaN,0,72,
,F05,SYBR,,Unkn,050-2,,14.2901577570372,14.2901577570372,0,NaN,NaN,NaN,0,72,
,F06,SYBR,,Unkn,050-3,,14.5077086156086,14.5077086156086,0,NaN,NaN,NaN,0,72,
,F07,SYBR,,Unkn,050-4,,14.7408293879584,14.7408293879584,0,NaN,NaN,NaN,0,72,
,F08,SYBR,,Unkn,050-5,,14.9550154380706,14.9550154380706,0,NaN,NaN,NaN,0,72,
,F09,SYBR,,Unkn,019-1,,14.8987699827852,14.8987699827852,0,NaN,NaN,NaN,0,72,
,G02,SYBR,,Unkn,019-2,,15.1823660908103,15.1823660908103,0,NaN,NaN,NaN,0,72,
,G03,SYBR,,Unkn,024-1,,14.0663482148765,14.0663482148765,0,NaN,NaN,NaN,0,72,
,G04,SYBR,,Unkn,024-2,,13.7622071675534,13.7622071675534,0,NaN,NaN,NaN,0,72,
,G05,SYBR,,Unkn,Blank,,37.7606700631404,37.7606700631404,0,NaN,NaN,NaN,0,72,
,G06,SYBR,,Unkn,060-1,,13.6513679343634,13.6513679343634,0,NaN,NaN,NaN,0,72,
,G07,SYBR,,Unkn,060-2,,13.8533851160312,13.8533851160312,0,NaN,NaN,NaN,0,72,
,G08,SYBR,,Unkn,060-3,,14.2743357465681,14.2743357465681,0,NaN,NaN,NaN,0,72,
,G09,SYBR,,Unkn,060-4,,14.5345928475773,14.5345928475773,0,NaN,NaN,NaN,0,72,
,H02,SYBR,,Unkn,060-5,,16.3392678282873,16.3392678282873,0,NaN,NaN,NaN,0,72,
,H03,SYBR,,Unkn,061-1,,13.3784470193086,13.3784470193086,0,NaN,NaN,NaN,0,72,
,H04,SYBR,,Unkn,061-2,,13.5752563537139,13.5752563537139,0,NaN,NaN,NaN,0,72,
,H05,SYBR,,Unkn,061-3,,13.7281452364772,13.7281452364772,0,NaN,NaN,NaN,0,72,
,H06,SYBR,,Unkn,061-4,,14.0644586406403,14.0644586406403,0,NaN,NaN,NaN,0,72,
,H07,SYBR,,Unkn,061-5,,14.6788453271548,14.6788453271548,0,NaN,NaN,NaN,0,72,
,H08,SYBR,,Unkn,Blank,,NaN,0,0,NaN,NaN,0,0,72,
,H09,SYBR,,Unkn,,,NaN,0,0,NaN,NaN,0,0,72,
